Course Name,Category,Subcategory,Overall Rating,Number of Ratings,Students Enrolled,Created By,Last Update,Language,Number of Translations,Original Price,Discounted Price,Course Duration,Number of Lessons
Full-Stack Web Development with Flask,Web Development,Flask,4.5,36,212,Packt Publishing,4.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,5 hours,None
The CSS Flexbox Guide: Build 5 Real Flexible Projects!,Web Development,CSS Flexbox,4.9,36,443,Irfan Dayan,9.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,5.5 hours,3
C# data access: from ADO.NET to EF and Dapper,Software Engineering,Database Management,4,36,282,Timo | C# Development | .NET | DevOps,9.2019,English,English [Auto],ג‚×69.90,ג‚×43.90,3 hours,None
Icon Animations in Android Applications - Complete Course,Mobile Development,Android Development,4.8,36,245,Stefan Jovanovic,1.202,English,English [Auto],ג‚×69.90,ג‚×43.90,2.5 hours,None
Natural Language Processing (NLP) with Python and NLTK,Data Science,Natural Language Processing,4.5,36,"1,150",Abhishek Kumar,1.202,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,None
Siemens HMI SCADA- Operator Panel from Basic to Advanced,Software Engineering,HMI,3.6,36,166,Serkan Bֳ¼yֳ¼ktopֳ§u,3.202,English,English [Auto],ג‚×159.90,ג‚×43.90,4 hours,None
12 Steps to build your own Website with WordPress,Web Development,WordPress,4,36,"4,790",PHPTraining DotCom,3.202,English,English [Auto],ג‚×69.90,ג‚×43.90,4 hours,16
Qlik Sense Recipes,Data Science,Qlik Sense,4.3,36,149,Packt Publishing,4.202,English,English,ג‚×349.90,ג‚×43.90,3 hours,None
Mastering Big Data Analytics with PySpark,Data Science,PySpark,4.3,36,314,Packt Publishing,6.202,English,English,ג‚×349.90,ג‚×43.90,8 hours,None
Data Science & ML for Python-Python & Data Science Made Easy,Data Science,Python,3.4,36,"3,470",Steven Martin,7.202,English,English [Auto],ג‚×69.90,ג‚×43.90,11 hours,1
How To Create a Print On Demand Face Mask Store with Wix,No-Code Development,Wix,4,36,"8,716",Lee Davies,7.202,English,English [Auto],ג‚×349.90,ג‚×43.90,1.5 hours,None
Learn How to Create Hadoop MapReduce Jobs in Python,Web Development,Python,3,36,656,Inflame Tech,8.202,English,English,ג‚×349.90,ג‚×43.90,4.5 hours,None
cPanel Complete installation and configuration,Web Development,cPanel,4,36,265,Amirhossein Garousi,9.202,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,1
NVDA all the way,Web Development,Web Accessibility,4.7,36,151,Ashish Singla,10.202,English,English [Auto],ג‚×89.90,ג‚×43.90,3.5 hours,None
The Complete MERN Stack Authentication With Source Code,Web Development,MERN Stack,4.9,36,"9,163",K.Sathyaprakash Reddy,12.202,English,English [Auto],ג‚×349.90,ג‚×43.90,2.5 hours,None
Making Your First Game: GameMaker Studio 2,Game Development,GameMaker Studio,4.9,36,392,Gurpreet Singh Matharoo,12.202,English,English,ג‚×209.90,ג‚×43.90,2.5 hours,4
"Fundamentals of SDR, Software Defined Radio -An Introduction",Mobile Development,Software Defined Radio SDR,2.7,36,221,Rahsoft Electrical Engineering Courses,1.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,5 hours,None
Android Games monetization Without Coding,Game Development,Android Game Development,3.4,36,"11,837",I am Tunisian,1.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,2.5 hours,1
Flutter & Firebase - Build Real World iOS and Android Apps,Mobile Development,Firebase,4.2,36,343,Mohammad Azam,2.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,8 hours,6
React Essentials with Typescript: A Practical Guide,Web Development,React JS,3.7,36,241,Antonio Papa,2.2021,English,English [Auto],ג‚×179.90,ג‚×43.90,7.5 hours,None
Unity and MySQL Connection,Game Development,Unity,3.8,36,271,Seyyed Hamed Mahmoudzadeh,4.2021,English,English [Auto],ג‚×139.90,ג‚×43.90,1 hour,None
React [2021] - The Full Stack Serverless eCommerce Course,Web Development,React JS,4.1,36,342,Simple Coder,6.2021,English,,ג‚×349.90,ג‚×43.90,26.5 hours,26
Flutter Provider State Management - Blog & E-commerce App,Mobile Development,Google Flutter,3.9,36,222,Haris Samingan,6.2021,English,English [Auto],ג‚×89.90,ג‚×43.90,6 hours,10
Learn SQLite Database in Android,Database Design & Development,SQLite,2.7,36,"11,710",Burhanuddin Bariyawala,7.2021,English,English [Auto],ג‚×105.90,ג‚×43.90,2 hours,None
Complete ODK (Open Data Kit) Course,Data Science,Mobile Data Collection,4.4,36,106,Jephithah Njagi Karani,7.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,4.5 hours,1
Deploy a Serverless Django app on Google App Engine,Software Development Tools,Google App Engine,4.9,36,370,Mark Winterbottom,7.2021,English,English [Auto],ג‚×105.90,ג‚×43.90,3.5 hours,None
Master React JS with 10 Hands-On Projects,Web Development,React JS,4.3,36,566,K.Sathyaprakash Reddy,8.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,6 hours,None
Physics + Python - Solve basic physics problems with Python,Programming Languages,Physics,4.3,36,315,"Guilherme Matos Passarini, phD",10.2021,English,English [Auto],ג‚×159.90,ג‚×43.90,5 hours,1
Create WordPress Within minutes using Cloud Computing,Web Development,WordPress,4,36,"7,521",Anish Miya Ansari,10.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,31 mins,1
Building a Virtual Machine for Programming Language,Programming Languages,Virtual Machine,4.5,36,293,Dmitry Soshnikov,11.2021,English,English [Auto],ג‚×199.90,None,4.5 hours,None
Create a Blockchain with Microsoft Azure- DApp,Web Development,Blockchain,3.5,36,"2,307",Pranjal Srivastava,12.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,1 hour,1
JavaScript Objects - Explore and learn about Objects,Programming Languages,JavaScript,4.6,36,"1,605",Laurence Svekis,1.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,12
"Xamarin - deliver native apps for iOS, Android and Windows",Mobile Development,Xamarin,4,36,555,Educativo Courses,2.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,2
Python for Beginners: Complete Python Programming Course,Programming Languages,Python,3.8,36,220,Jamshaid Raza,3.2022,English,English [Auto],ג‚×319.90,ג‚×43.90,8 hours,None
Git &Github Practice Tests & Interview Questions (Basic/Adv),Programming Languages,GitHub,3.7,36,"30,544",Prince Patni,3.2022,English,,ג‚×105.90,ג‚×43.90,4 practice tests,None
How to Code JavaScript Games: A 2D Shooter with HTML5 Canvas,Game Development,Game Development Fundamentals,4.9,36,563,Christopher Lis,5.2022,English,English [Auto],ג‚×105.90,ג‚×43.90,6.5 hours,None
Cloud Migration on AWS and Microsoft Azure,Web Development,Amazon AWS,3.7,36,"2,053",Harshit Srivastava,5.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,2 hours,None
Create a Cyberpunk street in Unreal Engine 5,Game Development,Unreal Engine,4.7,36,298,JSFILMZ Entertainment,6.2022,English,English [Auto],ג‚×69.90,None,2 hours,None
Automated Accessibility Testing for React Applications,Software Testing,Automation Testing,4.7,36,344,Bonnie Schulkin,6.2022,English,English [Auto],ג‚×105.90,ג‚×43.90,1.5 hours,3
Easy & Fast Website Creation Using WordPress 6.0.1 Jul 2022,Web Development,WordPress,4.5,36,280,KC Tan,9.2022,English,English,ג‚×349.90,ג‚×43.90,2 hours,9
Webpack 5 and Vite: A New Way to Learn - Active Thinking,Web Development,Webpack,4.7,36,302,OnlyKiosk Tech,9.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,4.5 hours,None
Android Espresso Testing Complete Guide 2022,Mobile Development,Android Development,2.4,36,170,Anuja Jain,10.2022,English,English [Auto],ג‚×89.90,ג‚×43.90,2 hours,1
Java Virtual Threads and Continuations,Programming Languages,Java,4.6,36,276,Viraj Shetty,10.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,3.5 hours,3
Learn Computer Vision and NLP with AWS ML and Python Boto3,Data Science,AWS Rekognition,3,36,"5,704",Pranjal Srivastava,11.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,2 hours,None
Apache Tomcat Basics,Web Development,Apache Tomcat,2.5,36,"14,643",Josh Werner,11.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,1 hour,None
Polkadot Blockchain Developer Bootcamp with Substrate + Rust,Software Engineering,Blockchain,4.2,36,246,Learn With Arjun,11.2022,English,English [Auto],ג‚×209.90,ג‚×43.90,2.5 hours,9
Debugging Basics,Software Development Tools,Debugging,3.4,36,"16,875",Josh Werner,11.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,None
Unity Game Design & Development : 20+ 2D & 3D Projects,Game Development,Game Design,4.5,36,465,Raja Biswas,1.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,21 hours,1
"Flutter 3.0 & Rest API from scratch, build a mini Store app",Mobile Development,Google Flutter,5,36,"3,327",Hadi Kachmar,1.2023,English,English [Auto],ג‚×319.90,ג‚×43.90,3 hours,4
"iOS & Swift - MVVM, Combine, SnapKit, Snapshot/UI/Unit Tests",Mobile Development,Reactive Programming,4.8,36,303,Kelvin Fok,1.2023,English,English [Auto],ג‚×123.90,ג‚×43.90,4.5 hours,1
Universal React with Next.js. Complete guide - Updated 2020,Web Development,Next.js,3.7,36,163,MoHo Khaleqi,2.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,7.5 hours,None
A Tutorial on Speaker Diarization,Data Science,Software Engineering,4.6,36,208,Quan Wang,2.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,3
Make Money from ChatGPT / GPT-3 Projects,Software Engineering,API,4.6,36,113,Dhruv Atreja,2.2023,English,English [Auto],ג‚×229.90,ג‚×43.90,2 hours,None
Automate with Python,Software Engineering,Python Scripting,3.8,36,"6,090",Frank Anemaet,3.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,30 mins,7
The All-in-One Developer Masterclass - Learn Great Coding,Programming Languages,Programming Fundamentals,4.8,36,"1,325","Dr. Chris Mall ג€¢ 30,000+ Students Worldwide",3.2023,English,English [Auto],ג‚×105.90,ג‚×43.90,19.5 hours,2
NumPy Python Programming Language Library from Scratch A-Zג„¢,Data Science,NumPy,5,36,208,Oak Academy,4.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,4 hours,3
[Enterprise] Infrastructure Automation with Terraform Cloud,Software Engineering,Terraform,4.4,36,"1,174",Infrasity Learning,4.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,3 hours,None
Understanding Computer Programming Concepts For Beginners,Programming Languages,C (programming language),3.2,36,"2,703",Emenwa Global,5.2023,English,,ג‚×349.90,ג‚×43.90,1.5 hours,2
"Android Jetpack: Room, Navigation and Data Binding",Mobile Development,Android Jetpack,4.3,36,246,Catalin Stefan,5.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,3 hours,4
Advanced Data Modelling for Deep Neural Network fitting,Data Science,Data Science,5,36,120,Dr. Ross,5.2023,English,,ג‚×179.90,ג‚×43.90,1 hour,None
Azure Key Vault: The Complete Introduction,Software Engineering,Microsoft Azure,3.8,36,291,Cloud Shikshak,5.2023,English,English [Auto],ג‚×123.90,ג‚×43.90,2.5 hours,10
"4-in-1 bundle: MySQL, PostgreSQL, Microsoft SQL & Oracle SQL",Database Design & Development,SQL,4.6,36,"7,066",Start-Tech Trainings,5.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,15 hours,5
Manual Software Testing Interview (Q&A for QA),Software Testing,Software Engineering,4.7,36,"1,167",Mark Shrike,5.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,5 hours,70
Social Network Web Development,Web Development,Web Development,3.3,35,"2,729",Leo G.,2.2014,English,English [Auto],ג‚×349.90,ג‚×43.90,8 hours,7
SQL Server FAST TRACK for Novices - Tables,Database Design & Development,SQL Server,4.1,35,"1,813",Dave Merton,3.2014,English,English [Auto],ג‚×139.90,ג‚×43.90,2 hours,None
Build an HTML5 and CSS3 Website in 35 Minutes,Web Development,HTML5,4.6,35,"1,919",Ajdin Imsirovic,3.2015,English,English,ג‚×69.90,ג‚×43.90,38 mins,None
Everything About PHP Sessions,Web Development,PHP Security,4.3,35,227,Amir Azimi,10.2015,English,English [Auto],ג‚×69.90,ג‚×43.90,3.5 hours,None
Learn & build a modern responsive website for themeforest,Web Development,Themeforest,4,35,372,Tariq Ahmad,1.2016,English,English [Auto],ג‚×69.90,ג‚×43.90,9.5 hours,1
Push Notifications with AngularJS and WordPress,Mobile Development,Push Notification,3.5,35,"2,245",Samarth Agarwal,1.2016,English,English [Auto],ג‚×105.90,ג‚×43.90,33 mins,None
HTML AND CSS KICK-START TO BECOME A RICH WEB DEVELOPER,Web Development,CSS,3.7,35,"2,781",Flipbell IT Studio,2.2016,English,English [Auto],ג‚×179.90,ג‚×43.90,3 hours,20
Intro to Mobile Game and App Development and Corona SDK 2015,Game Development,Corona SDK/Solar2D,3.9,35,176,Daniel Williams,3.2016,English,English [Auto],ג‚×69.90,ג‚×43.90,3.5 hours,6
Learn how to build dynamic website in PHP & MySQL,Web Development,MySQL,2.7,35,779,Shibli Murtaza,4.2016,English,English [Auto],ג‚×179.90,ג‚×43.90,5.5 hours,None
The Complete MATLAB Course #2: Advanced Skills For Experts,Programming Languages,MATLAB,3.5,35,"1,732",Sobhan N.,10.2016,English,English [Auto],ג‚×329.90,ג‚×43.90,1.5 hours,20
The Complete HTML5 Course - Go From Beginner To Advanced!,Web Development,HTML5,4.4,35,"4,545",Sobhan N.,10.2016,English,English [Auto],ג‚×329.90,ג‚×43.90,2 hours,17
Azure Search for Developers,Programming Languages,Microsoft Azure,4.2,35,248,Infinite Skills,1.2017,English,English [Auto],ג‚×179.90,ג‚×43.90,3 hours,1
iOS Control Systems with Swift Sprite Kit,Game Development,iOS Game Development,4.4,35,422,Justin Dike,1.2017,English,English [Auto],ג‚×89.90,ג‚×43.90,6.5 hours,2
Create Web Apps with Meteor & React,Web Development,React JS,3.9,35,365,Gilbert Mizrahi,3.2017,English,,ג‚×349.90,ג‚×43.90,8 hours,40
Quick Mobile App Prototyping With Ionic Creator,Mobile Development,Ionic,4.1,35,"1,814",Tinashe Munyaka,4.2017,English,English [Auto],ג‚×89.90,ג‚×43.90,2.5 hours,1
AngularJs with Bootstrap in Action,Web Development,AngularJS,4.6,35,667,Marcos Costa,6.2017,English,,ג‚×69.90,ג‚×43.90,15.5 hours,None
An Advanced Guide for Apache Hive: A Hadoop Ecosystem Tool,Software Development Tools,Apache Hive,3.4,35,192,Launch Programmers,7.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,7 hours,None
Docker Interview Questions Preparation Course,Software Engineering,Docker,4,35,306,KnowledgePowerhouse !,8.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,1.5 hours,2
Relay Modern + GraphQL + React + MongoDb,Web Development,GraphQL,3.2,35,154,Ilya Bozhkov,9.2017,English,English [Auto],ג‚×279.90,ג‚×43.90,1.5 hours,None
Customizing Sublime Text: Build Your Perfect Code Editor,Web Development,Sublime Text,4.5,35,123,Rich Armstrong,9.2017,English,English [Auto],ג‚×69.90,ג‚×43.90,41 mins,None
Mastering Informatica PowerCenter 9,Database Design & Development,Informatica PowerCenter,3.5,35,258,Packt Publishing,9.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,1.5 hours,None
Data Structure - Part 2,Software Engineering,Data Structures,3.9,35,"4,010",Muhammad Tariq,10.2017,English,English [Auto],ג‚×69.90,ג‚×43.90,8 hours,4
Make a Unityֲ® Platform Game & Low Poly Characters in Blender,Game Development,Unity,4.4,35,497,Mammoth Interactive,12.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,31.5 hours,7
Learn by Example: Python,Programming Languages,Python,3.7,35,752,Loony Corn,3.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,1
Test Automation: great alternative to Selenium,Software Testing,Automation Testing,4,35,270,Rostyslav Apostol,3.2018,English,,ג‚×319.90,ג‚×43.90,3 hours,None
C Programming - The Complete Practice Test,Programming Languages,C (programming language),3.9,35,"4,029",Prateek Chaplot,4.2018,English,,ג‚×105.90,ג‚×43.90,6 practice tests,None
Complete WordPress mastery course beginner to pro,No-Code Development,WordPress,3.7,35,"3,672",Kamal Mustafa,5.2018,English,English [Auto],ג‚×69.90,ג‚×43.90,16 hours,None
Serverless App Development using API Gateway in AWS: 2-in-1,Programming Languages,Amazon AWS,4.3,35,309,Packt Publishing,8.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,4.5 hours,None
Java EE 8 High Performance,Programming Languages,Java EE,3.8,35,356,Packt Publishing,8.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,5 hours,None
Unity and Playmaker - Make 3D Zombie Shooter Without Coding!,Game Development,PlayMaker,3.8,35,212,Volkan Kutlubay,9.2018,English,English [Auto],ג‚×69.90,ג‚×43.90,5.5 hours,None
Learn C++ Programming,Programming Languages,C++,3,35,"4,891",MKCL India,10.2018,English,,ג‚×69.90,ג‚×43.90,9 hours,None
Easy iOS Swift Game: Memory Puzzle,Mobile Development,Swift,4.9,35,"2,652",Amir J,10.2018,English,,ג‚×69.90,ג‚×43.90,3 hours,None
Decentralized App Development with Blockchain-Novice to Pro!,Database Design & Development,Blockchain,4.3,35,389,Packt Publishing,11.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,12.5 hours,None
Create a Fun Pirate Trading Game in PlayMaker & Unity,Game Development,PlayMaker,4.1,35,820,Odoo Class Videos,11.2018,English,English [Auto],ג‚×259.90,ג‚×43.90,6 hours,None
Java Collections and Generics for Beginners,Programming Languages,Java Collections Framework,4.2,35,"2,098",Abhay Redkar,12.2018,English,,ג‚×69.90,ג‚×43.90,2 hours,1
Create a Peer to Peer Donation Platform:PHP|MySQL|2:1MATRIX,Web Development,PDO,3.9,35,791,Macjoe Umanah,2.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,23 hours,3
